rule_id,rule_set,version,record_type,field_key,xpath,requirement,cardinality_min,cardinality_max,datatype,enum_values_json,pattern_regex,condition_expr,severity,auto_fixable,auto_fix_strategy,message,source_file,source_tab,source_row,source_ref,notes,active
bedi_collection_fileid_2,bedi-collection-core,1,collection,fileId,,required,1,,string,,,,block,false,,File identifier must follow OER namespace pattern: gov.noaa.ncei.oer:<ID>,src/profiles/bedi/bediCollectionRules.js,,,bedi-collection-core,,true
bedi_collection_hierarchylevel_3,bedi-collection-core,1,collection,hierarchyLevel,,required,1,,string,,,,block,false,,BEDI collections must have hierarchyLevel = fieldSession,src/profiles/bedi/bediCollectionRules.js,,,bedi-collection-core,,true
bedi_collection_collectionid_4,bedi-collection-core,1,collection,collectionId,,required,1,,string,,,,block,false,,Short collection identifier is required (e.g. Biolum2009),src/profiles/bedi/bediCollectionRules.js,,,bedi-collection-core,,true
bedi_collection_nceiaccessionid_5,bedi-collection-core,1,collection,nceiAccessionId,,required,1,,decimal,,,,block,false,,"NCEI Accession ID is required (numeric, from NCEI AMS authority identifier)",src/profiles/bedi/bediCollectionRules.js,,,bedi-collection-core,,true
bedi_collection_nceiaccessionid_6,bedi-collection-core,1,collection,nceiAccessionId,,required,1,,decimal,,,,block,false,,NCEI Accession ID must be numeric,src/profiles/bedi/bediCollectionRules.js,,,bedi-collection-core,,true
bedi_collection_title_7,bedi-collection-core,1,collection,title,,required,1,,string,,,,block,false,,Title is required,src/profiles/bedi/bediCollectionRules.js,,,bedi-collection-core,,true
bedi_collection_creationdate_8,bedi-collection-core,1,collection,creationDate,,required,1,,date,,,,block,false,,Creation date is required,src/profiles/bedi/bediCollectionRules.js,,,bedi-collection-core,,true
bedi_collection_abstract_9,bedi-collection-core,1,collection,abstract,,required,1,,string,,,,block,false,,Abstract is required,src/profiles/bedi/bediCollectionRules.js,,,bedi-collection-core,,true
bedi_collection_status_10,bedi-collection-core,1,collection,status,,required,1,,string,,,,block,false,,"Status is required (e.g. completed, historicalArchive)",src/profiles/bedi/bediCollectionRules.js,,,bedi-collection-core,,true
bedi_collection_sciencekeywords_11,bedi-collection-core,1,collection,scienceKeywords,,required,1,,string,,,,block,false,,At least one GCMD Science Keyword is required,src/profiles/bedi/bediCollectionRules.js,,,bedi-collection-core,,true
bedi_collection_datacenters_12,bedi-collection-core,1,collection,datacenters,,required,1,,string,,,,block,false,,At least one data center keyword is required,src/profiles/bedi/bediCollectionRules.js,,,bedi-collection-core,,true
bedi_collection_west_13,bedi-collection-core,1,collection,west,,required,1,,string,,,,block,false,,Bounding box W/E/S/N is required,src/profiles/bedi/bediCollectionRules.js,,,bedi-collection-core,,true
bedi_collection_startdate_14,bedi-collection-core,1,collection,startDate,,required,1,,date,,,,block,false,,Start date is required,src/profiles/bedi/bediCollectionRules.js,,,bedi-collection-core,,true
bedi_collection_enddate_15,bedi-collection-core,1,collection,endDate,,required,1,,date,,,,block,false,,End date is required,src/profiles/bedi/bediCollectionRules.js,,,bedi-collection-core,,true
bedi_collection_platforms_16,bedi-collection-core,1,collection,platforms,,required,1,,string,,,,block,false,,At least one platform reference is required (ship or submersible),src/profiles/bedi/bediCollectionRules.js,,,bedi-collection-core,,true
onestop_title_required_v1,onestop,1,collection,citation.title,//gmd:MD_DataIdentification/gmd:citation/gmd:CI_Citation/gmd:title,required,1,1,string,,,,block,false,,Title is required and must appear exactly once,OneStop Regeneration - Bulk Metadata Records - EX (1).xlsx,Rules,12,TitleCheck,,true
onestop_fileidentifier_single_v1,onestop,1,any,ident.fileIdentifier,//gmd:fileIdentifier,required,1,1,string,,,,block,false,,fileIdentifier must appear exactly once,WAF metadata.xlsx,Checks,7,FileIdentifierCheck,,true
onestop_collection_uuid_format_v1,onestop,1,collection,ident.collectionUuid,,recommended,0,,string,,^[0-9a-fA-F]{8}-[0-9a-fA-F]{4}-4[0-9a-fA-F]{3}-[89abAB][0-9a-fA-F]{3}-[0-9a-fA-F]{12}$,,warn,false,,Collection UUID should be a random UUID v4 when ingesting from OneStop segment exports,OneStop ingest notes,,,UUID collection guidance,Starter rule; promote to block once convention is confirmed,true
onestop_granule_archive_uuid_format_v1,onestop,1,granule,ident.archiveObjectUuid,,recommended,0,,string,,^[0-9a-fA-F]{8}-[0-9a-fA-F]{4}-4[0-9a-fA-F]{3}-[89abAB][0-9a-fA-F]{3}-[0-9a-fA-F]{12}$,,warn,false,,Granule archive-class UUID should be UUID v4 for OneStop segment ingest,OneStop ingest notes,,,UUID granule guidance,Starter rule; archive-class mapping details pending confirmation,true
onestop_granule_parent_collection_uuid_format_v1,onestop,1,granule,ident.parentCollectionUuid,,recommended,0,,string,,^[0-9a-fA-F]{8}-[0-9a-fA-F]{4}-4[0-9a-fA-F]{3}-[89abAB][0-9a-fA-F]{3}-[0-9a-fA-F]{12}$,,warn,false,,Granule parent collection UUID should be UUID v4 and match collection linkage when provided,OneStop ingest notes,,,UUID parent linkage guidance,Starter rule; cross-record match check to be added in ingest join step,true
tmf_uuid_extract_fileidentifier,tmf-candidates,1,collection,fileId,,required,1,,string,,,,block,false,,Record should include file identifier for UUID mapping,xml-uuid-scraper-nct478-main/uuidscraper.py,,,tmf-scripts-MCD001_Abiola,Derived from UUID scraper assumptions,true
tmf_uuid_extract_uuid_attr,tmf-candidates,1,collection,ident.collectionUuid,,recommended,0,,string,,^[0-9a-fA-F-]{36}$,,warn,false,,Collection UUID should be present and UUID-shaped,xml-uuid-scraper-nct478-main/uuidscraper.py,,,tmf-scripts-MCD001_Abiola,Promote to block when upstream UUID policy is finalized,true
tmf_linkcheck_url_nodes,tmf-candidates,1,collection,distribution.onlineResources,,required,1,,string,,,,block,false,,Record should include at least one URL-bearing online resource,xml-link-checker-nct470-main/linkchecker.py,,,tmf-scripts-MCD001_Abiola,TMF checker extracts gmd:URL and gmx:Anchor @xlink:href,true
tmf_linkcheck_anchor_href,tmf-candidates,1,collection,distribution.onlineResources,,required,1,,url,,^https?://,,block,false,,Online resource links should be absolute HTTP(S) URLs,xml-link-checker-nct470-main/linkchecker.py,,,tmf-scripts-MCD001_Abiola,Aligns with linkcheck lane expectations,true
tmf_license_docucomp_statement,tmf-candidates,1,collection,mission.dataLicensePreset,,required,1,,string,,,,block,false,,Record should include data license resourceConstraints statement,add-data-licensing-information-main/datalicensing.py,,,tmf-scripts-MCD001_Abiola,Derived from TMF automation that inserts Docucomp license component,true
tmf_license_docucomp_href,tmf-candidates,1,collection,mission.licenseUrl,,required,1,,url,,^https://data\\.noaa\\.gov/docucomp/[0-9a-fA-F-]{36}$,,block,false,,License URL should reference valid Docucomp component UUID,add-data-licensing-information-main/datalicensing.py,,,tmf-scripts-MCD001_Abiola,Matches Docucomp-centric licensing practice,true
tmf_keywords_anchor_upgrade,tmf-candidates,1,collection,keywords.theme,,recommended,0,,string,,https://gcmd\\.earthdata\\.nasa\\.gov/kms/concept/,,warn,false,,Theme keywords should carry GCMD concept links where available,gulf-of-america-keywords-main/goakeywords_updated.py,,,tmf-scripts-MCD001_Abiola,TMF script upgrades CharacterString keywords to Anchor+href,true
tmf_keywords_theme_presence,tmf-candidates,1,collection,keywords.theme,,required,1,,string,,,,block,false,,Theme keywords should be present for discovery,iso-keyword-automation-nct412-main/insert_iso_keywords.py,,,tmf-scripts-MCD001_Abiola,Backs existing NCEI/OER required-field gates,true
tmf_keywords_place_presence,tmf-candidates,1,collection,keywords.place,,required,1,,string,,,,block,false,,Place keywords should be present for geographic discovery,iso-keyword-automation-nct412-main/insert_iso_keywords.py,,,tmf-scripts-MCD001_Abiola,Complements theme keyword requirement,true
tmf_keywords_instrument_presence,tmf-candidates,1,collection,keywords.instrument,,recommended,0,,string,,,,warn,false,,Instrument keywords should be present when instrumentation is known,iso-keyword-automation-nct412-main/insert_iso_keywords.py,,,tmf-scripts-MCD001_Abiola,Promote to block for instrument-heavy domains,true
tmf_goes_variant_keyword_consistency,tmf-candidates,1,collection,keywords.theme,,recommended,0,,string,,,if GOES-16/17/18 present then include GOES-19 where policy requires,warn,false,,GOES family keyword set should remain internally consistent,updated-goes-19-keywords-main/goeskeywords_updated.py,,,tmf-scripts-MCD001_Abiola,Domain-specific TMF campaign rule,true
tmf_image_id_mapping_fileidentifier,tmf-candidates,1,collection,fileId,,required,1,,string,,,,block,false,,fileIdentifier should be present for image URL/metadata ID mapping,image-url-and-metadata-id-finder-nct-472-main/idimagescraper.py,,,tmf-scripts-MCD001_Abiola,Supports downstream asset-link enrichment,true
tmf_image_access_link_presence,tmf-candidates,1,collection,distribution.onlineResources,,recommended,0,,string,,,,warn,false,,Image/preview access links should be present when media assets exist,image-url-and-metadata-id-finder-nct-472-main/updateimage.py,,,tmf-scripts-MCD001_Abiola,Can feed advisory lane until strict policy set,true
